#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
occupency/queue_discrete;1000;44.865;688.6467749999997;26.242080233853407;0.5849120747543387;0.0;90.0
utilization/server_discrete;0;0.0;NaN;NaN;1.7976931348623157E308;Infinity;-Infinity
service_time/customer;909;11000.0;0.0;0.0;0.0;11000.0;11000.0
waiting time/customer;909;454000.0;6.885666666666669E10;262405.5385594342;0.5779857677520577;0.0;908000.0
